Month,Rice,Filling station,Gas cylinder,Textile,iPhone,Meter,Food,Mental health,Water,Cylinder,Price,Code,Jollof rice,Liter,Pressure,Oil,Emergency telephone number,Drug,Fee,Gambling,Mixture,Gas stove,Food prices,Soup,Kitchen stove,Passport,Cooking,Stove,Charcoal,Rate,Liquid,State,Cost of living,Nigerian cuisine,Gas,Personal identification number,Savings,Cost,Outdoor recreation,Electricity,Clothing,Leisure,Pump,Kerosene heater,Rent,Health,Goods,School,Infinix,Inflation rate,Health care,Temperature,Refurbishment,Fried rice,Investment,Petroleum industry,Flight,Data,Gasoline,Cook,Footwear,Abuja,Bharti Airtel,Electricity meter,Emergency contraception,used,Hyperinflation,Credit,Public health,Recreation,Emergency,Kerosene,Health education,Fuel,Dance,Wealth,Business,Samsung,Sports betting,Printing,Fare,MTN Group,Tecno,Lagos,China,Inflation,Globacom Limited,cheap,Airplane,Deflation,Borehole,State of emergency,Used good,Drinking water,Rechargeable calling card,Tuition payments,Do it yourself,Made In China,Technology,Diesel fuel,Emergency management,Budget,Shoes,Car,Economy,Immigration,University,Import,Health insurance,Ideal gas law,Management,Industry,Unemployment,Natural environment,Monetary policy,Samsung Galaxy,Policy,Drill,Economics,Petroleum,Data plan,Toyota,Tourism,Recipe,Natural gas,Emirates Telecom,Lag_1,Lag_2,Lag_3,Lag_4,Lag_5,Lag_6,Lag_7,Lag_8,Lag_9,Lag_10,Lag_11,Lag_12,Year-on-Year Change (%)
Jul '14,14.0,26.0,13.5,37.0,22.0,29.0,50.0,20.0,44.0,23.0,45.0,36.0,19.0,31.0,52.0,46.0,0.0,38.0,48.0,1.0,44.0,41.0,0.0,40.0,49.0,48.0,30.0,41.0,37.0,28.0,53.0,32.0,42.0,40.0,38.0,37.0,59.0,66.0,0.0,45.0,64.0,21.0,66.0,0.0,68.0,70.0,45.0,62.0,8.0,34.0,48.0,40.9,40.0,29.0,22.0,9.0,59.0,76.0,26.0,20.0,71.0,64.3,64.0,46.0,55.0,56.0,0.0,84.0,35.0,51.0,14.0,42.0,35.0,3.0,57.0,14.0,57.0,82.1,5.0,33.0,67.0,63.0,60.0,73.0,33.0,50.0,59.0,86.0,14.0,17.0,30.0,2.0,38.0,44.0,72.0,28.9,47.0,13.0,43.2,60.0,31.0,27.8,87.0,69.0,38.0,10.0,37.0,67.0,28.0,49.0,46.0,46.0,47.0,45.0,37.5,69.0,48.0,60.0,33.0,34.0,93.0,69.8,56.0,67.0,48.0,71.4,8.166670551873764,7.964587781397682,7.851235117535936,7.783373663267,7.707050814205175,7.976545095034936,7.956880784733585,7.931397267546615,7.807248521544395,7.951913585277822,8.230815778301448,8.682261186275795,8.281183920738329
Aug '14,12.0,22.0,19.1,34.0,24.0,28.0,46.0,22.0,55.0,21.0,43.0,34.0,21.0,30.0,47.0,45.0,0.0,45.0,52.0,1.0,41.0,43.0,0.0,35.0,52.0,47.0,29.0,32.0,35.0,28.0,56.0,26.0,42.0,34.0,39.0,38.0,51.0,66.0,0.0,43.0,64.0,22.0,64.0,0.0,66.0,71.0,46.0,61.0,13.0,20.0,47.0,43.9,41.0,23.0,22.0,10.0,57.0,77.0,25.0,19.0,67.0,56.8,72.0,40.0,69.0,57.0,17.0,80.0,34.0,53.0,16.0,44.0,39.0,3.0,57.0,12.0,60.0,85.2,6.0,32.0,52.0,69.0,48.0,73.0,32.0,36.0,59.0,83.0,9.0,16.0,34.0,5.0,50.0,47.0,79.0,31.1,50.0,14.0,48.2,54.0,33.0,26.8,81.0,67.0,39.0,9.0,34.0,58.0,24.0,37.0,46.0,47.0,47.0,51.0,44.4,68.0,50.0,60.0,33.0,33.0,95.0,64.8,52.0,61.0,45.0,59.8,8.281183920738329,8.166670551873764,7.964587781397682,7.851235117535936,7.783373663267,7.707050814205175,7.976545095034936,7.956880784733585,7.931397267546615,7.807248521544395,7.951913585277822,8.230815778301448,8.53433023109082
Sep '14,12.0,27.0,16.9,40.0,46.0,30.0,48.0,21.0,48.0,24.0,47.0,36.0,22.0,31.0,51.0,46.0,0.0,38.0,53.0,1.0,43.0,52.0,0.0,39.0,58.0,65.0,29.0,38.0,40.0,29.0,57.0,26.0,44.0,39.0,36.0,35.0,55.0,67.0,0.0,46.0,64.0,19.0,67.0,0.0,66.0,72.0,50.0,91.0,24.0,31.0,52.0,53.9,31.0,28.0,23.0,10.0,52.0,77.0,30.0,20.0,73.0,62.4,63.0,39.0,64.0,58.0,0.0,86.0,40.0,61.0,14.0,43.0,48.0,3.0,56.0,14.0,60.0,86.3,7.0,36.0,57.0,66.0,47.0,73.0,34.0,40.0,52.0,83.0,8.0,15.0,29.0,2.0,38.0,34.0,65.0,34.5,48.0,23.0,47.2,58.0,34.0,26.8,88.0,71.0,43.0,9.0,35.0,65.0,23.0,61.0,49.0,51.0,50.0,53.0,41.5,77.0,50.0,71.0,37.0,33.0,89.0,69.8,56.0,60.0,48.0,70.4,8.53433023109082,8.281183920738329,8.166670551873764,7.964587781397682,7.851235117535936,7.783373663267,7.707050814205175,7.976545095034936,7.956880784733585,7.931397267546615,7.807248521544395,7.951913585277822,8.316720055447277
Oct '14,13.0,20.0,12.4,41.0,25.0,31.0,54.0,27.0,48.0,24.0,44.0,35.0,28.0,28.0,56.0,46.0,0.0,40.0,54.0,1.0,53.0,42.0,0.0,39.0,53.0,66.0,30.0,44.0,33.0,25.0,55.0,31.0,49.0,27.0,37.0,31.0,56.0,65.0,36.0,46.0,65.0,22.0,58.0,0.0,55.0,70.0,56.0,67.0,25.0,34.0,47.0,43.9,45.0,29.0,20.0,11.0,53.0,75.0,24.0,20.0,58.0,56.8,62.0,45.0,59.0,58.0,0.0,100.0,38.0,60.0,11.0,41.0,70.0,3.0,50.0,15.0,59.0,79.0,8.0,38.0,52.0,67.0,49.0,66.0,31.0,46.0,52.0,76.0,7.0,16.0,33.0,1.0,42.0,49.0,67.0,34.5,47.0,0.0,49.2,49.0,22.0,27.8,81.0,64.0,40.0,8.0,33.0,57.0,20.0,51.0,45.0,49.0,50.0,49.0,40.5,72.0,42.0,68.0,40.0,34.0,79.0,61.8,55.0,58.0,46.0,66.5,8.316720055447277,8.53433023109082,8.281183920738329,8.166670551873764,7.964587781397682,7.851235117535936,7.783373663267,7.707050814205175,7.976545095034936,7.956880784733585,7.931397267546615,7.807248521544395,8.06026217976563
Nov '14,14.0,20.0,15.7,41.0,23.0,28.0,52.0,23.0,50.0,24.0,43.0,34.0,28.0,27.0,53.0,50.0,0.0,41.0,54.0,1.0,53.0,46.0,0.0,39.0,61.0,63.0,30.0,57.0,35.0,28.0,59.0,30.0,42.0,29.0,42.0,29.0,49.0,56.0,37.0,46.0,72.0,22.0,58.0,0.0,54.0,69.0,53.0,61.0,28.0,28.0,49.0,40.9,41.0,29.0,20.0,10.0,50.0,69.0,25.0,20.0,60.0,53.9,59.0,41.0,51.0,58.0,0.0,72.0,38.0,51.0,17.0,39.0,54.0,3.0,53.0,14.0,57.0,71.7,8.0,33.0,45.0,64.0,51.0,63.0,26.0,40.0,46.0,74.0,11.0,14.0,33.0,5.0,34.0,29.0,72.0,30.0,46.0,14.0,48.2,44.0,30.0,27.8,85.0,62.0,44.0,8.0,28.0,62.0,20.0,55.0,42.0,45.0,48.0,56.0,39.5,64.0,46.0,70.0,40.0,34.0,70.0,58.8,56.0,52.0,43.0,69.4,8.06026217976563,8.316720055447277,8.53433023109082,8.281183920738329,8.166670551873764,7.964587781397682,7.851235117535936,7.783373663267,7.707050814205175,7.976545095034936,7.956880784733585,7.931397267546615,7.927025552674721
Dec '14,14.0,18.0,14.6,34.0,23.0,24.0,42.0,17.0,37.0,19.0,48.0,35.0,27.0,25.0,41.0,43.0,0.0,34.0,51.0,1.0,37.0,55.0,0.0,39.0,54.0,52.0,31.0,50.0,27.0,31.0,49.0,26.0,32.0,32.0,34.0,28.0,46.0,54.0,41.0,38.0,61.0,20.0,55.0,0.0,49.0,57.0,39.0,53.0,44.0,20.0,42.0,38.9,33.0,65.0,15.0,9.0,53.0,67.0,23.0,20.0,55.0,54.9,66.0,20.0,44.0,47.0,0.0,69.0,31.0,41.0,12.0,35.0,41.0,3.0,50.0,13.0,51.0,75.9,9.0,27.0,39.0,75.0,52.0,70.0,27.0,37.0,59.0,77.0,9.0,16.0,24.0,2.0,35.0,26.0,64.0,26.7,47.0,12.0,36.2,41.0,26.0,26.8,82.0,61.0,35.0,6.0,24.0,50.0,19.0,55.0,33.0,38.0,35.0,40.0,35.6,64.0,38.0,56.0,32.0,33.0,78.0,57.8,45.0,57.0,38.0,73.3,7.927025552674721,8.06026217976563,8.316720055447277,8.53433023109082,8.281183920738329,8.166670551873764,7.964587781397682,7.851235117535936,7.783373663267,7.707050814205175,7.976545095034936,7.956880784733585,7.978297048727612
Jan '15,13.0,25.0,11.2,34.0,21.0,32.0,54.0,19.0,54.0,24.0,45.0,34.0,24.0,44.0,49.0,55.0,0.0,42.0,51.0,1.0,55.0,43.0,44.0,36.0,51.0,52.0,32.0,44.0,34.0,36.0,68.0,32.0,41.0,31.0,40.0,30.0,56.0,64.0,37.0,45.0,58.0,20.0,70.0,0.0,58.0,67.0,52.0,64.0,35.0,36.0,52.0,51.9,25.0,37.0,18.0,8.0,45.0,76.0,35.0,21.0,57.0,52.0,63.0,46.0,48.0,53.0,0.0,72.0,32.0,62.0,15.0,66.0,54.0,4.0,46.0,14.0,64.0,73.8,9.0,31.0,48.0,67.0,45.0,65.0,27.0,44.0,61.0,68.0,8.0,23.0,38.0,3.0,38.0,66.0,72.0,30.0,44.0,10.0,41.2,48.0,32.0,35.5,70.0,63.0,43.0,7.0,28.0,62.0,21.0,65.0,41.0,45.0,45.0,52.0,36.5,58.0,43.0,70.0,39.0,40.0,79.0,57.8,48.0,49.0,39.0,67.5,7.978297048727612,7.927025552674721,8.06026217976563,8.316720055447277,8.53433023109082,8.281183920738329,8.166670551873764,7.964587781397682,7.851235117535936,7.783373663267,7.707050814205175,7.976545095034936,8.157056235020562
Feb '15,14.0,18.0,13.5,39.0,19.0,47.0,58.0,24.0,56.0,25.0,42.0,36.0,24.0,31.0,57.0,51.0,0.0,42.0,41.0,1.0,59.0,46.0,0.0,42.0,49.0,51.0,31.0,35.0,38.0,39.0,61.0,31.0,39.0,38.0,48.0,26.0,62.0,64.0,47.0,50.0,59.0,21.0,64.0,0.0,50.0,72.0,57.0,61.0,33.0,37.0,51.0,43.9,24.0,32.0,20.0,10.0,42.0,74.0,25.0,23.0,61.0,52.0,61.0,48.0,53.0,61.0,0.0,72.0,38.0,72.0,16.0,62.0,53.0,4.0,51.0,13.0,62.0,72.8,9.0,37.0,41.0,61.0,42.0,65.0,29.0,44.0,56.0,69.0,7.0,23.0,43.0,3.0,34.0,36.0,70.0,26.7,45.0,12.0,43.2,56.0,33.0,30.7,75.0,60.0,50.0,72.0,26.0,58.0,26.0,77.0,46.0,46.0,53.0,55.0,38.5,61.0,46.0,83.0,43.0,38.0,89.0,52.9,54.0,54.0,47.0,60.7,8.157056235020562,7.978297048727612,7.927025552674721,8.06026217976563,8.316720055447277,8.53433023109082,8.281183920738329,8.166670551873764,7.964587781397682,7.851235117535936,7.783373663267,7.707050814205175,8.358892187883058
Mar '15,13.0,26.0,18.0,34.0,19.0,34.0,51.0,23.0,50.0,27.0,38.0,34.0,25.0,29.0,51.0,46.0,0.0,37.0,42.0,1.0,47.0,39.0,0.0,41.0,47.0,45.0,32.0,40.0,26.0,39.0,57.0,70.0,34.0,32.0,39.0,28.0,53.0,59.0,0.0,46.0,63.0,21.0,58.0,0.0,54.0,64.0,46.0,58.0,37.0,22.0,43.0,43.9,29.0,27.0,17.0,7.0,49.0,71.0,26.0,24.0,60.0,53.9,54.0,44.0,72.0,54.0,0.0,69.0,35.0,53.0,14.0,51.0,40.0,4.0,49.0,13.0,56.0,73.8,8.0,41.0,44.0,64.0,36.0,67.0,27.0,41.0,51.0,76.0,9.0,13.0,35.0,2.0,36.0,30.0,60.0,25.6,47.0,17.0,41.2,52.0,25.0,28.8,70.0,63.0,37.0,40.0,28.0,51.0,24.0,77.0,43.0,43.0,45.0,48.0,37.5,66.0,43.0,68.0,33.0,32.0,74.0,51.9,46.0,54.0,37.0,58.8,8.358892187883058,8.157056235020562,7.978297048727612,7.927025552674721,8.06026217976563,8.316720055447277,8.53433023109082,8.281183920738329,8.166670551873764,7.964587781397682,7.851235117535936,7.783373663267,8.493597302511759
Apr '15,12.0,23.0,14.6,34.0,21.0,29.0,47.0,19.0,47.0,23.0,43.0,37.0,25.0,30.0,45.0,46.0,0.0,48.0,40.0,1.0,34.0,38.0,51.0,41.0,49.0,45.0,31.0,41.0,36.0,42.0,51.0,35.0,35.0,30.0,39.0,26.0,50.0,58.0,0.0,48.0,60.0,22.0,52.0,0.0,51.0,65.0,44.0,52.0,44.0,31.0,41.0,39.9,32.0,36.0,18.0,8.0,44.0,70.0,24.0,25.0,54.0,59.6,65.0,24.0,41.0,56.0,0.0,68.0,37.0,50.0,12.0,46.0,43.0,3.0,49.0,12.0,49.0,82.1,9.0,31.0,44.0,68.0,41.0,82.0,26.0,43.0,62.0,69.0,6.0,100.0,32.0,2.0,23.0,52.0,65.0,25.6,46.0,14.0,35.2,51.0,32.0,26.8,72.0,59.0,35.0,35.0,27.0,49.0,23.0,58.0,37.0,41.0,38.0,45.0,28.6,79.0,40.0,63.0,33.0,32.0,76.0,53.8,50.0,50.0,31.0,62.7,8.493597302511759,8.358892187883058,8.157056235020562,7.978297048727612,7.927025552674721,8.06026217976563,8.316720055447277,8.53433023109082,8.281183920738329,8.166670551873764,7.964587781397682,7.851235117535936,8.655168684418129
May '15,14.0,31.0,16.9,41.0,19.0,31.0,57.0,23.0,56.0,31.0,43.0,36.0,30.0,39.0,53.0,53.0,0.0,46.0,39.0,1.0,53.0,39.0,0.0,44.0,54.0,46.0,35.0,51.0,39.0,33.0,62.0,31.0,40.0,33.0,42.0,24.0,67.0,58.0,41.0,55.0,70.0,24.0,69.0,0.0,52.0,73.0,53.0,57.0,49.0,31.0,52.0,44.9,29.0,30.0,19.0,10.0,47.0,76.0,41.0,25.0,57.0,60.5,72.0,45.0,60.0,59.0,0.0,79.0,34.0,54.0,13.0,71.0,63.0,14.0,52.0,15.0,58.0,74.8,8.0,30.0,44.0,81.0,43.0,60.0,30.0,49.0,64.0,67.0,8.0,30.0,33.0,1.0,31.0,40.0,89.0,25.6,57.0,21.0,49.2,61.0,25.0,32.6,77.0,67.0,40.0,16.0,28.0,57.0,24.0,48.0,42.0,43.0,49.0,50.0,36.5,63.0,46.0,68.0,43.0,37.0,80.0,61.8,52.0,53.0,36.0,66.5,8.655168684418129,8.493597302511759,8.358892187883058,8.157056235020562,7.978297048727612,7.927025552674721,8.06026217976563,8.316720055447277,8.53433023109082,8.281183920738329,8.166670551873764,7.964587781397682,9.003130312033065
Jun '15,16.0,27.0,16.9,40.0,21.0,29.0,61.0,26.0,55.0,37.0,41.0,34.0,32.0,32.0,55.0,55.0,0.0,52.0,38.0,1.0,60.0,41.0,0.0,50.0,55.0,49.0,37.0,54.0,40.0,35.0,69.0,31.0,40.0,35.0,43.0,24.0,59.0,62.0,33.0,53.0,69.0,22.0,65.0,0.0,50.0,74.0,56.0,62.0,62.0,32.0,50.0,43.9,27.0,33.0,17.0,11.0,45.0,74.0,34.0,28.0,66.0,60.5,58.0,37.0,39.0,59.0,0.0,75.0,39.0,61.0,12.0,51.0,60.0,5.0,44.0,15.0,56.0,72.8,6.0,30.0,36.0,90.0,50.0,64.0,33.0,49.0,68.0,67.0,7.0,21.0,32.0,1.0,19.0,56.0,75.0,27.8,53.0,18.0,50.2,51.0,33.0,27.8,71.0,61.0,41.0,8.0,27.0,62.0,22.0,44.0,42.0,47.0,51.0,51.0,34.6,62.0,43.0,63.0,44.0,35.0,71.0,58.8,55.0,48.0,37.0,63.6,9.003130312033065,8.655168684418129,8.493597302511759,8.358892187883058,8.157056235020562,7.978297048727612,7.927025552674721,8.06026217976563,8.316720055447277,8.53433023109082,8.281183920738329,8.166670551873764,9.167719216500076
Jul '15,14.0,23.0,14.6,40.0,23.0,28.0,51.0,19.0,46.0,24.0,39.0,37.0,31.0,28.0,48.0,50.0,0.0,46.0,44.0,1.0,44.0,41.0,0.0,47.0,52.0,47.0,33.0,42.0,32.0,39.0,56.0,26.0,47.0,38.0,37.0,22.0,47.0,60.0,26.0,48.0,65.0,17.0,59.0,0.0,49.0,67.0,49.0,58.0,54.0,31.0,39.0,34.9,32.0,38.0,20.0,8.0,51.0,75.0,23.0,26.0,65.0,62.4,66.0,45.0,14.0,52.0,0.0,73.0,34.0,47.0,11.0,44.0,52.0,4.0,42.0,15.0,55.0,70.7,7.0,29.0,46.0,100.0,45.0,66.0,32.0,46.0,67.0,70.0,7.0,21.0,31.0,1.0,12.0,31.0,85.0,28.9,55.0,14.0,45.2,47.0,28.0,25.9,82.0,59.0,33.0,7.0,32.0,61.0,26.0,44.0,41.0,41.0,41.0,43.0,33.6,55.0,46.0,58.0,34.0,32.0,74.0,56.8,47.0,46.0,36.0,69.4,9.167719216500076,9.003130312033065,8.655168684418129,8.493597302511759,8.358892187883058,8.157056235020562,7.978297048727612,7.927025552674721,8.06026217976563,8.316720055447277,8.53433023109082,8.281183920738329,9.217923612492868
Aug '15,14.0,21.0,19.1,37.0,19.0,26.0,50.0,25.0,44.0,23.0,37.0,36.0,29.0,26.0,49.0,51.0,0.0,39.0,46.0,1.0,47.0,49.0,0.0,44.0,59.0,45.0,33.0,45.0,35.0,40.0,55.0,27.0,35.0,35.0,36.0,19.0,41.0,54.0,0.0,39.0,55.0,16.0,56.0,0.0,45.0,69.0,41.0,63.0,55.0,33.0,46.0,30.9,28.0,34.0,18.0,8.0,48.0,69.0,21.0,26.0,43.0,59.6,60.0,41.0,25.0,51.0,0.0,77.0,37.0,41.0,10.0,49.0,52.0,3.0,49.0,14.0,54.0,63.4,8.0,31.0,40.0,89.0,44.0,66.0,29.0,42.0,43.0,66.0,8.0,18.0,36.0,2.0,14.0,32.0,81.0,31.1,51.0,21.0,48.2,42.0,32.0,24.9,76.0,53.0,35.0,8.0,36.0,59.0,26.0,42.0,42.0,41.0,42.0,47.0,31.6,49.0,45.0,50.0,35.0,32.0,66.0,53.8,42.0,45.0,37.0,70.4,9.217923612492868,9.167719216500076,9.003130312033065,8.655168684418129,8.493597302511759,8.358892187883058,8.157056235020562,7.978297048727612,7.927025552674721,8.06026217976563,8.316720055447277,8.53433023109082,9.335651156973682
Sep '15,14.0,18.0,14.6,40.0,23.0,28.0,52.0,21.0,40.0,22.0,38.0,36.0,31.0,30.0,47.0,48.0,0.0,40.0,55.0,1.0,49.0,50.0,0.0,44.0,57.0,46.0,33.0,49.0,36.0,33.0,56.0,29.0,38.0,34.0,36.0,18.0,48.0,61.0,0.0,42.0,59.0,18.0,56.0,0.0,44.0,70.0,45.0,69.0,61.0,37.0,44.0,30.9,29.0,35.0,19.0,8.0,44.0,69.0,21.0,27.0,50.0,63.4,41.0,35.0,30.0,52.0,0.0,78.0,33.0,54.0,11.0,77.0,63.0,3.0,45.0,13.0,55.0,65.5,9.0,29.0,37.0,94.0,50.0,73.0,28.0,58.0,43.0,70.0,6.0,22.0,29.0,1.0,17.0,37.0,69.0,26.7,50.0,17.0,49.2,39.0,27.0,24.9,78.0,56.0,38.0,8.0,34.0,58.0,25.0,46.0,41.0,43.0,41.0,48.0,32.6,49.0,42.0,72.0,44.0,29.0,62.0,53.8,49.0,48.0,34.0,76.2,9.335651156973682,9.217923612492868,9.167719216500076,9.003130312033065,8.655168684418129,8.493597302511759,8.358892187883058,8.157056235020562,7.978297048727612,7.927025552674721,8.06026217976563,8.316720055447277,9.39405332529624
Oct '15,15.0,24.0,18.0,42.0,23.0,29.0,57.0,27.0,48.0,22.0,42.0,37.0,29.0,30.0,50.0,53.0,0.0,44.0,64.0,1.0,65.0,46.0,0.0,47.0,58.0,46.0,33.0,40.0,34.0,30.0,59.0,32.0,40.0,41.0,36.0,19.0,54.0,58.0,55.0,43.0,65.0,25.0,64.0,0.0,45.0,71.0,49.0,66.0,63.0,32.0,49.0,35.9,28.0,32.0,18.0,9.0,49.0,67.0,26.0,26.0,48.0,70.0,45.0,26.0,30.0,55.0,12.0,68.0,35.0,58.0,12.0,59.0,66.0,4.0,45.0,14.0,55.0,70.7,11.0,38.0,38.0,84.0,51.0,69.0,29.0,43.0,58.0,65.0,8.0,12.0,31.0,2.0,11.0,32.0,72.0,30.0,52.0,12.0,47.2,44.0,25.0,24.0,74.0,55.0,41.0,6.0,32.0,60.0,21.0,45.0,40.0,43.0,45.0,47.0,30.6,52.0,40.0,54.0,38.0,32.0,58.0,50.9,53.0,44.0,34.0,66.5,9.39405332529624,9.335651156973682,9.217923612492868,9.167719216500076,9.003130312033065,8.655168684418129,8.493597302511759,8.358892187883058,8.157056235020562,7.978297048727612,7.927025552674721,8.06026217976563,9.295860227276036
Nov '15,16.0,22.0,14.6,43.0,21.0,29.0,57.0,20.0,52.0,24.0,42.0,38.0,25.0,34.0,46.0,53.0,0.0,48.0,74.0,1.0,57.0,58.0,0.0,45.0,61.0,44.0,31.0,41.0,31.0,29.0,55.0,30.0,40.0,35.0,35.0,18.0,43.0,59.0,45.0,42.0,67.0,23.0,61.0,0.0,47.0,74.0,52.0,64.0,80.0,34.0,52.0,37.9,26.0,31.0,18.0,8.0,53.0,70.0,30.0,22.0,54.0,60.5,56.0,27.0,28.0,54.0,0.0,72.0,33.0,53.0,12.0,43.0,60.0,7.0,42.0,14.0,55.0,74.8,13.0,34.0,32.0,74.0,52.0,73.0,27.0,41.0,72.0,66.0,9.0,13.0,34.0,2.0,14.0,31.0,71.0,28.9,57.0,15.0,44.2,42.0,22.0,28.8,83.0,51.0,37.0,7.0,30.0,59.0,22.0,52.0,39.0,44.0,50.0,47.0,33.6,56.0,41.0,57.0,37.0,34.0,70.0,52.9,55.0,45.0,36.0,61.7,9.295860227276036,9.39405332529624,9.335651156973682,9.217923612492868,9.167719216500076,9.003130312033065,8.655168684418129,8.493597302511759,8.358892187883058,8.157056235020562,7.978297048727612,7.927025552674721,9.368162097250092
Dec '15,18.0,26.0,16.9,40.0,25.0,27.0,46.0,16.0,43.0,20.0,46.0,42.0,44.0,35.0,46.0,53.0,0.0,38.0,61.0,1.0,40.0,64.0,0.0,47.0,64.0,46.0,36.0,38.0,35.0,38.0,50.0,24.0,40.0,30.0,39.0,20.0,44.0,57.0,0.0,39.0,64.0,21.0,62.0,0.0,49.0,61.0,39.0,54.0,94.0,27.0,41.0,33.9,31.0,69.0,16.0,7.0,61.0,74.0,29.0,24.0,52.0,62.4,61.0,33.0,37.0,48.0,0.0,77.0,33.0,33.0,10.0,38.0,42.0,5.0,51.0,12.0,52.0,80.0,14.0,30.0,41.0,86.0,56.0,76.0,29.0,35.0,84.0,77.0,6.0,15.0,29.0,2.0,12.0,29.0,82.0,26.7,63.0,10.0,37.2,39.0,26.0,70.0,84.0,54.0,32.0,6.0,29.0,50.0,23.0,42.0,34.0,37.0,44.0,37.0,28.6,61.0,32.0,51.0,27.0,30.0,81.0,59.8,42.0,52.0,34.0,66.5,9.368162097250092,9.295860227276036,9.39405332529624,9.335651156973682,9.217923612492868,9.167719216500076,9.003130312033065,8.655168684418129,8.493597302511759,8.358892187883058,8.157056235020562,7.978297048727612,9.553905111744612
Jan '16,15.0,27.0,20.2,42.0,20.0,27.0,55.0,23.0,53.0,25.0,43.0,34.0,25.0,29.0,47.0,56.0,0.0,49.0,64.0,1.0,59.0,45.0,0.0,45.0,48.0,46.0,32.0,41.0,37.0,41.0,60.0,30.0,39.0,35.0,38.0,20.0,50.0,61.0,45.0,46.0,67.0,25.0,65.0,0.0,47.0,71.0,50.0,62.0,69.0,21.0,46.0,39.9,21.0,37.0,17.0,8.0,37.0,66.0,24.0,24.0,56.0,55.8,58.0,42.0,25.0,51.0,0.0,64.0,37.0,64.0,16.0,61.0,59.0,4.0,45.0,13.0,60.0,62.4,14.0,29.0,34.0,69.0,46.0,65.0,27.0,36.0,70.0,62.0,5.0,13.0,43.0,3.0,16.0,30.0,72.0,30.0,58.0,12.0,48.2,38.0,42.0,79.6,70.0,55.0,44.0,6.0,28.0,55.0,22.0,65.0,38.0,47.0,43.0,49.0,34.6,47.0,38.0,66.0,41.0,34.0,62.0,55.8,48.0,39.0,28.0,55.9,9.553905111744612,9.368162097250092,9.295860227276036,9.39405332529624,9.335651156973682,9.217923612492868,9.167719216500076,9.003130312033065,8.655168684418129,8.493597302511759,8.358892187883058,8.157056235020562,9.61670448530228
Feb '16,16.0,20.0,18.0,42.0,18.0,31.0,59.0,27.0,61.0,30.0,43.0,34.0,25.0,29.0,57.0,61.0,0.0,52.0,40.0,1.0,59.0,43.0,33.0,46.0,48.0,38.0,33.0,42.0,43.0,72.0,77.0,34.0,41.0,36.0,47.0,16.0,52.0,65.0,46.0,49.0,69.0,23.0,61.0,0.0,43.0,73.0,59.0,60.0,56.0,30.0,50.0,46.9,17.0,31.0,18.0,9.0,39.0,66.0,22.0,26.0,49.0,54.9,57.0,46.0,29.0,59.0,0.0,71.0,37.0,57.0,18.0,54.0,60.0,4.0,42.0,14.0,64.0,59.3,13.0,42.0,31.0,60.0,38.0,64.0,26.0,54.0,66.0,58.0,6.0,19.0,50.0,3.0,9.0,31.0,63.0,22.2,55.0,11.0,47.2,42.0,41.0,64.2,68.0,52.0,59.0,9.0,22.0,60.0,23.0,75.0,45.0,49.0,55.0,56.0,46.4,43.0,47.0,73.0,49.0,33.0,57.0,49.9,53.0,41.0,28.0,45.3,9.61670448530228,9.553905111744612,9.368162097250092,9.295860227276036,9.39405332529624,9.335651156973682,9.217923612492868,9.167719216500076,9.003130312033065,8.655168684418129,8.493597302511759,8.358892187883058,11.379040910338944
Mar '16,16.0,26.0,16.9,42.0,20.0,30.0,55.0,21.0,53.0,26.0,43.0,35.0,27.0,28.0,50.0,55.0,0.0,46.0,56.0,1.0,47.0,43.0,0.0,50.0,50.0,41.0,35.0,40.0,38.0,53.0,66.0,32.0,42.0,32.0,38.0,19.0,48.0,61.0,21.0,45.0,67.0,17.0,61.0,0.0,47.0,69.0,49.0,65.0,56.0,34.0,51.0,41.9,13.0,39.0,18.0,8.0,45.0,71.0,25.0,27.0,42.0,56.8,65.0,44.0,18.0,56.0,9.0,64.0,36.0,46.0,13.0,51.0,59.0,5.0,42.0,13.0,58.0,63.4,13.0,34.0,33.0,65.0,39.0,64.0,29.0,50.0,65.0,66.0,7.0,14.0,44.0,3.0,13.0,30.0,69.0,25.6,57.0,11.0,46.2,49.0,36.0,71.9,71.0,53.0,45.0,9.0,30.0,57.0,23.0,66.0,40.0,45.0,43.0,51.0,41.5,55.0,44.0,61.0,41.0,35.0,62.0,51.9,46.0,40.0,28.0,51.1,11.379040910338944,9.61670448530228,9.553905111744612,9.368162097250092,9.295860227276036,9.39405332529624,9.335651156973682,9.217923612492868,9.167719216500076,9.003130312033065,8.655168684418129,8.493597302511759,12.774709778940192
